id,Porositas,sw,Volume_Reservoir,Outcome
73,18.5635996,36.92932862,13045.56348,6330.46582
74,18.4185619,36.92932862,13027.1131,6272.122544
75,19.1437504,36.92932862,13035.1131,6523.076327
76,18.1284865,50.92932862,13033.66272,8517.952188
77,18.4185619,50.92932862,13032.21235,8653.285606
78,17.9834488,50.92932862,13032.21235,8448.863678
79,17.5483357,50.92932862,13029.31159,8242.606671
80,18.5635996,50.92932862,13029.31159,8719.484999
81,15.3193159,50.92932862,13029.31159,7195.616587
82,15.0292405,50.92932862,13027.86122,7058.579816
83,15.6093913,50.92932862,13027.86122,7331.051384
84,15.8994667,50.92932862,13026.41084,7466.455842
85,15.3193159,50.92932862,13024.96046,
86,15.8842028,50.92932862,13026.41084,7459.287851
87,15.3193159,50.92932862,13024.96046,7193.213615
88,15.754429,50.92932862,13023.51008,7396.698048
89,15.8994667,50.92932862,13026.41084,7466.455842
90,15.6093913,50.92932862,13026.41084,7330.235225
91,15.7391651,50.92932862,13026.41084,7391.177542
92,15.6093913,50.92932862,13026.41084,7330.235225
93,15.7391651,50.92932862,13026.41084,7391.177542
94,15.8842028,50.92932862,13026.41084,7459.287851
95,15.8842028,50.92932862,13026.41084,7459.287851
96,15.754429,51.92932862,13026.41084,7543.61243
97,15.754429,51.92932862,13049.19757,7556.808257
98,15.754429,51.92932862,13039.34261,7551.101236
99,15.304052,51.92932862,13029.77772,7329.854748
100,15.0292405,51.92932862,13026.77772,7196.576821
101,15.6093913,51.92932862,13024.63269,7473.144523
102,15.3193159,33.07031802,13029.34261,4672.394117
103,15.3193159,34.07031802,13030.92276,4814.264542
104,15.3193159,32.07031802,13035.48765,4533.244487
105,15.67719,31.07031802,13031.77772,4493.210914
106,16.6619261,36.07031802,13035.0678,5545.333766
107,16.0512475,36.07031802,13034.63269,5341.912638
108,16.7459082,36.07031802,13039.19757,5575.04997
109,16.2955312,33.07031802,13032.77772,
110,16.0054558,33.07031802,13034.77772,4883.703267
111,16.9901919,34.07031802,13035.48765,5341.226255
112,16.7001165,34.07031802,13028.9075,5247.384765
113,16.2497395,39.07031802,13029.63269,5855.510223
114,16.9444002,39.07031802,13024.48765,6103.416619
115,15.9765831,39.07031802,13027.05253,5755.939685
116,15.9765831,38.07031802,13028.19757,5609.110096
117,15.9765831,36.07031802,13029.19757,5314.846974
118,16.1216208,37.07031802,13043.19757,5517.702839
119,16.2666585,39.07031802,13032.77772,5863.021744
120,16.1216208,47.07031802,13036.92276,7002.774601
121,16.1216208,47.07031802,130.1364556,69.90271268
122,15.9765831,47.07031802,13035.57157,
123,15.9765831,47.07031802,13037.99142,6940.343206
124,16.2666585,47.07031802,13031.28149,7062.717397
125,15.9765831,47.07031802,13034.28149,6938.368347
126,15.8315454,47.07031802,13035.5563,6876.053292
127,15.8315454,47.07031802,13036.99142,6876.810296
128,16.2666585,47.07031802,13037.70134,7066.196839
129,16.1216208,42.07031802,13038.70134,6259.765375
130,15.9765831,42.07031802,13032.70134,6200.594943
131,15.9765831,42.07031802,13024.70134,6196.788766
132,15.8315454,42.07031802,13027.84638,6142.016172
133,16.2666585,42.07031802,13025.84638,6309.8541
134,16.1216208,42.07031802,13036.70134,6258.805193
135,15.6865077,42.07031802,13028.41127,6086.011136
136,15.9765831,42.07031802,13025.99142,6197.40255
137,15.8315454,43.07031802,13028.13646,6288.150234
138,16.1216208,43.07031802,13042.84638,6410.595592
139,15.5262061,43.07031802,13046.84638,6175.728502
140,15.6712438,43.07031802,13043.12119,6231.639137
141,15.6712438,43.07031802,13042.70134,6231.438545
142,15.6712438,43.07031802,13042.99142,6231.577137
143,15.8162815,46.07031802,13047.99142,6729.897965
144,15.5262061,46.07031802,13041.84638,6603.358233
145,15.8162815,46.06007067,13042.64795,6725.6456
146,15.8162815,46.06007067,13046.0678,6727.409099
147,15.6712438,45.06007067,13049.50291,6522.716834
148,15.6712438,45.06007067,13027.50291,6511.720265
149,15.6712438,52.06007067,13046.50291,7534.276546
150,15.3811684,52.06007067,13044.50291,7393.683152
151,15.8162815,52.06007067,13042.64795,
152,15.6712438,52.06007067,13041.50291,7531.389076
153,15.5262061,52.06007067,13049.64795,7466.346086
154,15.5262061,52.06007067,13023.77772,7451.544454
155,15.6712438,52.06007067,13019.0678,7518.432936
156,15.54147,52.06007067,13024.50291,7459.285433
157,15.2513946,55.06007067,13029.64795,7744.942984
158,15.9613192,37.06007067,13028.92276,5455.351729
159,15.54147,37.06007067,13029.50291,5312.089773
160,15.54147,37.06007067,13028.21284,5311.563815
161,15.54147,37.06007067,13027.21284,5311.156118
162,15.54147,37.06007067,13024.21284,5309.933027
163,17.0757678,55.06007067,13032.0678,8673.004204
164,17.6559186,55.06007067,13033.0678,8968.358452
165,17.3658432,55.06007067,13031.21284,8819.758614
166,17.5108809,55.06007067,13029.64795,8892.352321
167,17.5108809,54.06007067,13028.77772,8730.26646
168,17.0757678,53.06007067,13022.21284,8351.64595
169,17.2208055,52.05929329,13021.68522,8263.387972
170,17.8009563,43.05929329,13022.41041,7065.46633
171,17.3658432,43.05929329,13033.83026,6898.807948
172,17.0757678,43.05929329,13032.9753,6783.126737
173,17.3658432,43.05929329,13035.81499,6899.858466
174,17.3658432,43.05929329,13032.37988,6898.040262
175,17.7856924,45.05929329,13033.23484,7393.440715
176,17.3658432,45.05929329,13039.65469,7222.46695
177,17.7856924,46.05929329,13034.52492,7558.27127
178,17.3658432,47.05929329,13031.25011,
179,17.0757678,47.05929329,13038.66996,7416.485552
180,17.3658432,48.05929329,13029.39515,7697.270201
181,17.5108809,44.92932862,13027.57856,7255.05727
182,17.2208055,47.92932862,13029.57856,7612.449017
183,17.0757678,49.92932862,13030.12818,7863.644577
184,17.6559186,49.92932862,13039.6778,8136.771606
185,17.5108809,49.92932862,13032.77705,8065.659939
186,17.5108809,50.92932862,13033.77705,8227.832735
187,15.6865077,50.92932862,13031.32667,7369.229315
188,15.8315454,50.92932862,13023.32667,7432.799489
189,16.1216208,50.92932862,13039.75504,7578.535809
190,16.1216208,50.92932862,13031.71685,7573.864117
191,15.54147,50.92932862,13037.15196,7304.357053
192,15.9765831,50.92932862,13032.15196,7505.976671
193,15.8315454,50.92932862,13038.15196,
194,16.1216208,50.92932862,13038.15196,7577.604119
195,15.54147,50.92932862,13032.15196,7301.555691
196,16.1216208,50.92932862,13032.15196,7574.116997
197,15.6865077,50.92932862,13039.57181,7373.89195
198,15.54147,50.92932862,13040.57181,7306.2731
199,15.6865077,50.92932862,13022.00693,7363.958992
200,16.2666585,41.055053,13021.00693,6155.29338
201,15.2513946,40.92932862,13020.00693,5753.003193
202,15.9765831,40.92932862,13027.00693,6029.792799
203,15.6865077,40.92932862,13023.297,5918.628129
204,15.8315454,40.92932862,13029.297,5976.103858
205,15.8315454,40.92932862,13028.71685,5975.837763
206,15.8315454,39.06572438,13032.15196,5705.248282
207,15.8315454,49.06572438,13029.15196,7164.021756
208,15.8315454,49.06572438,13028.15196,7163.47191
209,15.3964323,49.06572438,13038.71685,6972.240945
210,15.9765831,44.06572438,13038.42678,6497.544013
211,17.2208055,44.06572438,13028.44204,6998.195678
212,17.9307301,44.06572438,13037.44204,7291.728655
213,17.5108809,44.06572438,13037.44204,7120.992359
214,17.6559186,45.06572438,13038.71685,7343.629361
215,17.9307301,46.06572438,13039.15196,7623.676266
216,17.0757678,47.06572438,13027.15196,7410.94667
217,17.6559186,47.06572438,13032.15196,7665.675335
218,17.8009563,47.06572438,13029.15196,
219,17.2208055,47.06572438,13028.15196,7474.467287
220,17.3658432,47.06572438,13029.15196,7537.997568
221,17.0757678,48.06572438,13027.57181,7568.650117
222,17.6559186,49.06572438,13029.57181,7989.836601
223,17.5108809,45.06572438,13028.00693,7277.321344
224,176.2208055,49.06572438,13024.00693,79711.17972
225,17.3658432,49.06572438,13027.00693,7857.021754
226,17.2208055,49.06572438,13029.00693,7792.596925
227,17.5108809,49.06572438,13028.297,7923.427358
228,17.3658432,49.06996466,13026.297,7857.272541
229,17.5108809,49.06996466,13026.71685,7923.15102
230,17.2208055,43.06996466,13026.15196,6838.854097
231,17.0757678,43.06996466,13028.15196,6782.296825
232,17.3658432,42.06996466,13027.15196,6736.847599
233,17.0757678,42.06996466,13026.71685,6624.095457
234,17.3658432,42.06996466,13027.42678,6736.989719
235,15.6865077,49.06996466,13025.44204,7096.982005
236,15.8315454,50.06996466,13039.44204,7316.423313
237,16.1216208,51.06996466,13037.44204,7598.115149
238,16.1216208,51.06996466,13038.28168,7598.604484
239,15.54147,51.06996466,13038.28168,7325.161973
240,15.9765831,51.06996466,13034.9916,7528.343675
241,15.8315454,51.06996466,13032.28168,7458.449394
242,16.1216208,51.06996466,13038.57175,7598.773535
243,15.54147,51.06996466,13039.71679,7325.968246
244,16.1216208,5.069964664,13027.13664,753.7057418
245,15.6865077,51.06996466,13023.13664,7384.934414
246,15.54147,51.06996466,13026.13664,7318.338652
247,15.6865077,51.06996466,13029.9916,7388.821606
248,16.2666585,51.06996466,13029.55649,7661.834395
249,15.2513946,51.06996466,13021.84656,7179.379487
250,15.9765831,51.06996466,13035.28168,7528.51121
251,15.6865077,51.06996466,13039.84656,7394.409986
252,15.8315454,51.06996466,13039.9916,7462.861826
253,15.8315454,51.06996466,13029.55649,7456.889753
254,15.8315454,51.06996466,13029.55649,7456.889753
255,15.8315454,51.06996466,13060.12138,7474.382214
256,15.8315454,51.06996466,13020.97634,
257,15.3964323,51.06996466,13039.12138,7257.268703
258,15.9765831,51.06996466,13038.55649,7530.402573
259,17.495617,51.06996466,13028.12138,8239.784196
260,17.0605039,51.06996466,13028.26641,8034.951571
261,17.2055416,51.06996466,13027.26641,8102.637713
262,17.2055416,51.06996466,13020.91528,8098.687467
263,17.6406547,51.06996466,13024.3504,8305.686782
264,17.495617,51.06996466,13029.06032,8240.37804
265,17.2055416,51.06996466,13040.06032,8110.595209
266,17.2055416,51.06996466,13048.91528,8116.102775
267,17.6406547,51.06996466,13037.33513,8313.967203
268,17.495617,51.06996466,13020.62521,8235.043158
269,17.0605039,52.06996466,13025.20536,8190.35899
270,17.2055416,52.06996466,13042.19009,8270.759221
271,17.6406547,52.06996466,13041.19009,8479.269297
272,17.0605039,52.06996466,13045.91528,8203.381563
273,17.1902777,52.06996466,13049.04506,8267.765066
274,17.2055416,52.06996466,13042.48017,8270.943176
275,17.9154662,52.06996466,13040.3504,8610.807476
276,17.0605039,52.06572438,13049.20536,8204.782188
277,17.2055416,52.06572438,13048.48017,8274.074253
278,17.9154662,52.06572438,13042.91528,8611.799766
279,17.0605039,54.06572438,13049.62521,8520.226504
280,17.9154662,54.06572438,13047.48017,8945.734542
281,17.0605039,45.06007067,13042.91528,7097.372793
282,17.2208055,52.06007067,13041.33513,8275.981123
283,17.2208055,52.06007067,13045.62521,8278.703592
284,17.9307301,52.06007067,13035.91528,8613.575747
285,17.5108809,52.06007067,13028.3504,8407.006808
286,17.6559186,52.06007067,13029.06032,
287,17.9307301,52.06007067,13036.06032,8613.671583
288,17.0757678,52.06007067,13028.91528,8198.463643
289,17.6559186,52.06007067,13037.33513,8482.485418
290,17.8009563,55.06007067,13036.62521,9044.498682
291,17.2208055,37.06007067,13025.20536,5884.146882
292,17.3658432,37.06007067,13029.19009,5935.519825
293,17.0757678,37.06007067,13024.19009,5834.134418
294,17.6559186,37.06007067,13028.91528,6034.53822
295,17.5108809,37.06007067,13026.04506,5983.647962
296,17.2208055,55.06007067,13029.48017,8744.934008
297,17.3658432,55.06007067,13025.3504,8815.790809
298,17.2208055,55.06007067,13029.20536,8744.749565
299,17.5108809,55.06007067,13021.48017,8886.77805
300,17.3658432,54.06007067,13028.91528,8658.047531
