id,Porositas,sw,Volume_Reservoir,Outcome
119,17.0061914,48.92932862,13029.33513,7674.282732
120,17.0904187,40.92932862,13029.98995,6451.64742
121,17.1062956,58.06946996,13028.26635,9160.721586
122,17.1214369,52.06007067,13037.32667,8225.697449
123,17.1214369,37.06007067,13032.42592,5853.43687
124,17.1215595,55.06925795,13032.6024,8698.070251
125,17.1215595,56.06925795,13040.44167,6938.368347
126,17.1215595,58.06925795,13031.28137,9170.984069
127,17.1215595,50.06946996,13038.28162,7911.810775
128,17.1215595,50.06946996,13036.70147,7910.851918
129,17.1215595,52.06925795,13034.57169,8225.469457
130,17.1215595,36.06925795,13029.46497,5695.689829
131,17.1215595,31.06925795,13031.75504,4907.003065
132,17.2358855,53.06572438,13037.70128,6142.016172
133,17.2358855,55.06572438,13028.28143,8752.685213
134,17.2358855,52.06572438,13028.84632,8276.194679
135,17.2511494,55.06572438,13029.99136,8761.586276
136,17.2513333,58.06946996,13030.13633,9239.71783
137,17.2513333,58.06946996,13036.29688,9244.086299
138,17.2513333,50.06946996,13037.86177,7971.522078
139,17.2513333,50.06946996,13025.41139,7963.90975
140,17.2513333,50.06946996,13026.55643,7964.609842
141,17.2665972,47.06925795,13032.6024,6231.438545
142,17.2665972,47.06925795,13029.87721,7495.897747
143,17.2665972,60.06925795,13029.13633,9565.636519
144,17.2665972,52.06925795,13038.75504,8297.810141
145,17.2665972,52.06925795,13037.75504,8297.173745
146,17.2665972,36.06925795,13039.75504,5748.474638
147,17.3804941,50.92932862,13027.60112,8162.698276
148,17.3804941,41.055053,13027.89119,6580.245237
149,17.3809232,53.06572438,13026.70128,8504.731613
150,17.3809232,48.06572438,13023.70128,7701.618107
151,17.3809232,56.06572438,13026.70128,8985.53528
152,17.3809232,53.06572438,13036.54864,8511.160651
153,17.3811071,58.06946996,13037.41139,9314.421532
154,17.396371,58.06946996,13036.44192,9321.908122
155,17.396371,50.06946996,13035.0068,8036.781074
156,17.396371,52.06946996,13039.71673,8360.826205
157,17.4115123,45.06007067,13036.87685,7240.043019
158,17.4115123,52.06007067,13037.16692,8364.956646
159,17.4115123,52.06007067,13032.31196,8361.841588
160,17.4115123,37.06007067,13036.8763,5954.639898
161,17.4116349,47.06925795,13029.31233,7558.534846
162,17.4116349,59.06925795,13028.42641,9484.888993
163,17.4116349,58.06925795,13038.13633,9331.265947
164,17.4116349,58.06925795,13032.28137,8968.358452
165,17.4116349,52.06925795,13031.75504,8363.01873
166,17.4116349,36.06925795,13032.75504,5793.649436
167,17.4116349,33.06925795,13026.46497,5309.208717
168,17.4116349,31.06925795,13030.31993,4989.588532
169,17.4189297,52.06572438,13037.87721,8369.884965
170,17.5259609,55.06572438,13027.99136,8899.792438
171,17.5259609,55.06572438,13045.99136,8912.088752
172,17.5259609,52.06572438,13044.28143,8425.450564
173,17.5259609,56.06572438,13025.84632,9059.921762
174,17.5259609,53.06572438,13039.68602,8584.248689
175,17.55655,36.07031802,13026.80819,5839.375302
176,17.55655,39.07031802,13040.35781,6331.620158
177,17.55655,38.07031802,13043.8229,6171.202495
178,17.55655,36.07031802,13046.37253,5848.145181
179,17.55655,39.07031802,13047.8229,6335.24476
180,17.55655,47.07031802,13042.8229,7629.518468
181,17.55655,42.07031802,13034.02188,7255.05727
182,17.55655,43.07031802,13038.73181,6978.978009
183,17.55655,43.07031802,13038.02188,6978.598019
184,17.55655,43.07031802,13037.02188,6978.062769
185,17.55655,43.07031802,13036.87685,6977.985142
186,17.55655,46.07031802,13037.457,7464.358644
187,17.55655,46.07031802,13032.31196,7461.412945
188,17.55655,37.06007067,13034.8763,6003.320864
189,17.55655,55.06007067,13032.61644,8917.575133
190,17.55655,55.06007067,13037.03629,8920.599418
191,17.55655,55.06007067,13032.89125,8917.763172
192,17.55655,54.06007067,13036.89125,8758.486213
193,17.55655,53.06007067,13036.18133,8596.004133
194,17.5566726,49.06925795,13030.13633,7945.841205
195,17.5566726,49.06925795,13032.13633,7947.060814
196,17.5566726,58.06925795,13036.55618,9407.854421
197,17.5566726,52.06925795,13031.75504,8432.682091
198,17.5566726,52.06925795,13039.75504,8437.858789
199,17.5566726,33.06925795,13029.61,5354.726555
200,17.5639674,52.06572438,13039.31233,8440.505293
201,17.5639674,52.06572438,13034.58714,8437.44662
202,17.6251456,52.06996466,13020.32729,8458.261708
203,17.6251456,52.06996466,13025.32729,8461.509806
204,17.6251456,52.06996466,13029.32729,8464.108285
205,17.6251456,52.06996466,13028.32729,8463.458666
206,17.632563,45.92932862,13025.09085,7466.645348
207,17.6709986,52.06572438,13043.2967,8494.534842
208,17.6709986,52.06572438,13028.70128,8485.029477
209,17.6709986,53.06572438,13029.99136,8648.853451
210,17.6709986,53.06572438,13036.97609,8653.489671
211,17.6709986,54.06572438,13029.69368,8811.635938
212,17.6864464,47.06925795,13036.6024,7682.128641
213,17.6864464,47.06925795,13035.48789,7681.471889
214,17.6864464,47.06925795,13035.74744,7681.624835
215,17.6864464,58.06946996,13029.55643,9472.340398
216,17.6864464,58.06946996,13038.15184,9478.589164
217,17.6864464,58.06946996,13035.29688,9476.51364
218,17.6864464,58.06946996,13028.58696,9471.635604
219,17.6864464,50.06946996,13029.42665,8167.292371
220,17.6864464,50.06946996,13027.57169,8166.129619
221,17.6864464,52.06925795,13031.75504,8495.014016
222,17.6864464,52.06925795,13032.75504,8495.665886
223,17.6864464,53.06925795,13038.75504,8662.813103
224,17.7015877,34.07031802,13027.22804,5561.342535
225,17.7015877,42.07031802,13032.02188,6869.720022
226,17.7015877,45.06007067,13032.31196,7358.08462
227,17.7015877,52.06007067,13032.32667,8501.159274
228,17.7015877,52.06007067,13036.8763,8504.127058
229,17.7017103,47.06925795,13030.45737,7685.134303
230,17.7017103,52.06925795,13036.75504,8505.607616
231,17.7701833,51.06996466,13018.32729,8362.803106
232,17.7701833,51.06996466,13029.32729,8369.869362
233,17.7701833,52.06996466,13027.02225,8532.249892
234,17.7701833,52.06996466,13029.73218,8534.024802
235,17.8156072,50.92932862,13028.45608,8367.596975
236,17.8160363,55.06572438,13026.84632,9046.299383
237,17.8160363,56.06572438,13025.28143,9209.474789
238,17.8160363,53.06572438,13030.13639,8719.937429
239,17.8160363,54.06572438,13026.12879,8881.528298
240,17.8314841,47.06925795,13031.74744,7742.241573
241,17.8314841,58.06946996,13037.15184,9555.585382
242,17.8314841,58.06946996,13029.29688,9549.828086
243,17.8314841,50.06946996,13024.71673,8231.2917
244,17.8314841,52.06925795,13033.75504,8565.991809
245,17.8466254,36.07031802,13027.80819,5936.311148
246,17.8466254,36.07031802,13028.37308,5936.568549
247,17.8466254,33.07031802,13021.66315,5440.015749
248,17.8466254,39.07031802,13027.083,6429.681429
249,17.8466254,42.07031802,13032.16692,6926.084056
250,17.8466254,42.07031802,13042.16692,6931.398663
251,17.8466254,42.07031802,13037.16692,6928.741359
252,17.8466254,43.07031802,13037.16692,7093.435654
253,17.8466254,52.06007067,13037.32667,8574.101688
254,17.846748,47.06925795,13034.6024,7750.566598
255,17.846748,52.06925795,13030.75504,8571.351034
256,17.8772758,37.92932862,13033.19788,6255.567373
257,17.915221,52.06996466,13028.32729,8602.75063
258,17.9458101,53.06572438,13029.70128,8783.161028
259,17.961074,53.06572438,13037.99136,8796.224584
260,17.9612579,58.06946996,13039.70147,9627.01128
261,17.9612579,58.06946996,13036.44192,9624.604804
262,17.9612579,58.06946996,13034.29688,9623.021154
263,17.9765218,47.06925795,13037.89248,7808.895908
264,17.9765218,47.06925795,13028.6024,7803.331721
265,17.9765218,47.06925795,13029.45737,7803.843796
266,17.9765218,49.06925795,13033.13633,8137.730731
267,17.9765218,49.06925795,13031.13633,8136.481955
268,17.9765218,53.06925795,13035.75504,8802.866038
269,17.9765218,53.06925795,13036.75504,8803.541324
270,17.9765218,52.06925795,13027.75504,8631.690491
271,17.9765218,36.06925795,13037.46497,5983.774919
272,17.9765218,36.06925795,13032.46497,5981.480081
273,17.9916631,35.07031802,13026.4036,5818.014045
274,17.9916631,33.07031802,13025.80819,5485.971933
275,17.9916631,34.07031802,13028.93796,5653.218022
276,17.9916631,47.07031802,13047.37253,7821.332094
277,17.9916631,42.07031802,13046.87685,6990.252916
278,17.9916631,42.07031802,13035.02188,6983.901263
279,17.9916631,46.06007067,13038.16692,7648.066721
280,17.9916631,46.06007067,13036.31196,7646.978619
281,18.0070496,46.06996466,13060.12138,7669.143681
282,18.0143444,59.06233216,13025.45737,9809.824912
283,18.0143444,58.06233216,13031.87721,9648.48526
284,18.0223135,37.92932862,13036.7475,6308.036108
285,18.0223135,37.92932862,13028.7475,6304.165181
286,18.0223135,37.92932862,13039.89254,6309.557885
287,18.0223135,45.0614841,13034.5948,7492.949183
288,18.0223135,55.0614841,13036.89248,9157.390998
289,18.0223135,44.0614841,13026.15196,7321.920727
290,18.0223135,39.06996466,13023.13664,6490.951689
291,18.0223135,46.06996466,13039.12138,7663.302486
292,18.0223135,44.06501767,13024.3504,7321.495191
293,18.0223135,35.06501767,13042.91528,5834.430845
294,18.0223135,35.06501767,13045.62521,5835.643066
295,18.0223135,45.06501767,13036.06032,7494.379277
296,18.0223135,48.06501767,13041.62521,7996.695934
297,18.0223135,58.06501767,13027.70128,9650.106704
298,18.0375774,42.05795053,13037.22841,7000.850587
299,18.0375774,46.05795053,13039.37344,7667.940976
300,18.0375774,46.05795053,13038.80856,7667.608792
301,18.0375774,45.05795053,13031.30473,7496.814473
302,18.0375774,45.05795053,13031.30473,7496.814473
303,18.0375774,51.0614841,13037.44204,8499.693258
304,18.0375774,41.0614841,13027.15196,6829.698785
305,18.0375774,44.0614841,13027.15196,7328.684558
306,18.0528413,40.92932862,13020.00693,6809.741428
307,18.0528413,40.92932862,13028.71685,6814.296902
308,18.0528413,42.92932862,13037.44204,7152.062034
309,18.1367008,54.07031802,13021.11353,9038.670591
310,18.1367008,34.07031802,13027.38834,5698.112986
311,18.1367008,32.07031802,13024.38834,5362.3865
312,18.1367008,39.07031802,13041.79293,6541.566435
313,18.1367008,47.07031802,13042.37253,7881.361408
314,18.1367008,47.07031802,13042.37253,7881.361408
315,18.1367008,47.07031802,13035.87685,7877.436141
316,18.1367008,43.07031802,13032.02188,7205.886024
317,18.1520873,40.92932862,13032.18262,6853.581326
318,18.1520873,46.06996466,13038.55649,7718.149467
319,18.1673512,37.06996466,13034.9916,6213.892855
320,18.1673512,55.06996466,13039.84656,9234.600493
321,18.1673512,49.06501767,13025.20536,8218.401829
322,18.1673512,42.06501767,13048.48017,7058.490564
323,18.1673512,48.06501767,13024.19009,8050.274057
324,18.1673512,39.06501767,13025.62521,6543.610429
325,18.1747073,42.06572438,13037.80856,7055.692062
326,18.1826151,46.05795053,13037.22841,7728.326293
327,18.1826151,46.05795053,13032.01465,7725.235633
328,18.1826151,46.05795053,13031.72458,7725.063683
329,18.1826151,45.05795053,13036.5948,7560.163146
330,18.1826151,41.0614841,13032.15196,6887.257872
331,18.1826151,32.0614841,13029.15196,5376.44661
332,18.1826151,33.0614841,13028.15196,5543.71285
333,18.1826151,34.0614841,13029.57181,5712.014182
334,18.1826151,34.0614841,13028.00693,5711.328157
335,18.1826151,44.0614841,13029.00693,7388.665452
336,18.197879,30.92932862,13031.71685,5191.969376
337,18.197879,30.92932862,13037.15196,5194.13478
338,18.197879,40.92932862,13022.00693,6865.505779
339,18.197879,42.92932862,13032.15196,7206.596825
340,18.197879,42.92932862,13038.42678,7210.066712
341,18.197879,42.92932862,13028.44204,7204.545292
342,18.273892,56.06572438,13037.29706,9454.86373
343,18.2817385,35.07031802,13034.82345,5915.637741
344,18.2817385,33.07031802,13038.96849,5580.05296
345,18.2817385,31.07031802,13027.38834,5237.930982
346,18.2817385,47.07031802,13049.92215,7948.98664
347,18.2817385,47.07031802,13047.92215,7947.768397
348,18.2817385,42.07031802,13034.457,7096.193548
349,18.2891559,58.06233216,13029.02225,9793.528347
350,18.297125,37.92932862,13033.89254,6402.821103
351,18.297125,37.92932862,13036.60246,6404.152334
352,18.297125,40.92932862,13036.47269,6910.616554
353,18.297125,40.92932862,13035.03758,6909.855804
354,18.297125,44.06996466,13028.26641,7436.205947
355,18.297125,35.06501767,13047.48017,5925.469728
356,18.297125,58.06501767,13042.33513,9808.260552
357,18.3044198,59.06233216,13038.6024,9977.846592
358,18.3123889,53.0614841,13037.03752,8966.904247
359,18.3123889,55.0614841,13032.74744,9301.823962
360,18.3123889,55.0614841,13035.03752,9303.458453
361,18.3123889,37.06996466,13038.57175,6265.221321
362,18.3123889,39.06996466,13026.13664,6596.94513
363,18.3123889,54.06996466,13029.9916,9132.389908
364,18.319745,42.06572438,13036.51848,7111.294131
365,18.3429167,30.92932862,13039.75504,5236.577566
366,18.3429167,30.92932862,13038.15196,5235.933792
367,18.3429167,40.92932862,13039.57181,6929.55851
368,18.3577515,43.92932862,13027.09085,7436.3653
369,18.3577515,43.92932862,13026.38092,7435.960044
370,18.3577515,45.92932862,13028.23589,7775.60908
371,18.4189297,54.06572438,13030.58714,9185.221261
372,18.4189297,56.06572438,13032.73218,9526.569054
373,18.4189297,57.06572438,13039.6024,9701.598449
374,18.4189297,57.06572438,13034.45737,9697.770493
375,18.4189297,57.06572438,13032.58714,9696.379023
376,18.4341936,59.06233216,13036.31233,10046.82214
377,18.4421627,37.92932862,13032.9078,6453.08742
378,18.4421627,37.92932862,13031.9078,6452.592282
379,18.4421627,46.06501767,13045.91528,7845.07078
380,18.4421627,48.06501767,13029.48017,8175.367153
381,18.4494575,58.06233216,13028.02225,9878.608838
382,18.4574266,50.0614841,13032.32759,8523.855518
383,18.4574266,55.0614841,13034.03752,9376.424283
384,18.4574266,55.0614841,13032.03752,9374.985524
385,18.4574266,55.0614841,13029.6024,9373.233747
386,18.4574266,44.0614841,13026.71685,7499.019203
387,18.4574266,37.06996466,13037.44204,6314.295958
388,18.4574266,55.06996466,13029.55649,9374.644379
389,18.4574266,55.06996466,13021.84656,9369.097156
390,18.4574266,35.06501767,13041.33513,5974.567727
391,18.4574266,58.06501767,13028.2967,9883.541134
392,18.4647827,42.06572438,13031.51848,7164.845311
393,18.4726905,46.05795053,13028.80856,7846.548921
394,18.4726905,46.05795053,13030.51848,7847.578714
395,18.4726905,45.05795053,13030.88488,7677.409698
396,18.4726905,51.0614841,13038.71685,8705.579035
397,18.4726905,41.0614841,13039.15196,7000.891773
398,18.4879544,30.92932862,13032.15196,5274.905829
399,18.4879544,30.92932862,13038.15196,5277.334394
400,18.4879544,40.92932862,13027.00693,6977.620534
401,18.4879544,42.92932862,13029.15196,7319.785056
402,18.5027892,44.92932862,13036.8313,7671.466568
403,18.5027892,42.92932862,13030.94581,7326.667072
404,18.5027892,42.92932862,13029.23589,7325.705667
405,18.5639674,56.06572438,13036.02225,9604.008792
406,18.5639674,56.06572438,13045.31233,9610.853058
407,18.5639674,56.06572438,13027.31233,9597.591946
408,18.5639674,57.06572438,13032.02225,9772.308428
409,18.5718139,54.07031802,13027.11353,9259.77995
410,18.5718139,35.07031802,13026.38834,6005.611984
411,18.5718139,47.07031802,13046.8229,8073.195027
412,18.5718139,47.07031802,13042.92215,8070.781296
413,18.5792313,59.06233216,13032.45737,10122.87484
414,18.5872004,37.92932862,13031.9078,6503.338453
415,18.5872004,37.92932862,13039.7475,6507.250714
416,18.5872004,37.92932862,13035.7475,6505.254586
417,18.5872004,37.92932862,13036.03758,6505.399345
418,18.5872004,37.06996466,13039.71679,6359.8011
419,18.5872004,46.06996466,13020.97634,7892.500741
420,18.5872004,44.06501767,13027.26641,7552.668892
421,18.5872004,48.06501767,13029.06032,8239.396516
422,18.5872004,48.06501767,13040.06032,8246.352763
423,18.5872004,48.06501767,13048.91528,8251.952516
424,18.5872004,40.06501767,13042.19009,6874.942447
425,18.5872004,46.06501767,13041.19009,7903.904239
426,18.5872004,43.06501767,13040.3504,7388.684008
427,18.5872004,42.06501767,13049.20536,7222.014299
428,18.5872004,42.06501767,13042.91528,7218.533088
429,18.5872004,35.06501767,13049.62521,6020.399393
430,18.5872004,32.06501767,13035.91528,5499.538103
431,18.5872004,32.06501767,13028.3504,5496.346663
432,18.5872004,45.06501767,13028.91528,7725.044828
433,18.5872004,45.06501767,13037.33513,7730.037087
434,18.5872004,45.06501767,13036.62521,7729.616164
435,18.5872004,48.06501767,13028.91528,8239.304794
436,18.5872004,48.06501767,13026.04506,8237.489707
437,18.5872004,48.06501767,13021.48017,8234.602934
438,18.5872004,39.06501767,13028.91528,6696.524894
439,18.5872004,39.06501767,13025.48017,6694.759337
440,18.5872004,58.06501767,13036.91528,9959.616323
441,18.5872004,53.06501767,13028.70128,9096.25533
442,18.6024643,45.0614841,13034.73984,7734.238487
443,18.6024643,45.0614841,13031.5948,7732.372359
444,18.6024643,45.0614841,13028.73984,7730.678352
445,18.6024643,50.0614841,13037.01465,8593.925308
446,18.6024643,50.0614841,13031.15969,8590.065752
447,18.6024643,53.0614841,13038.90774,9110.250234
448,18.6024643,34.0614841,13027.57181,5843.011531
449,18.6024643,44.0614841,13028.15196,7558.778821
450,18.6024643,37.0614841,13025.44204,6356.601381
451,18.6024643,37.0614841,13039.44204,6363.433581
452,18.6024643,37.06996466,13038.28168,6364.323286
453,18.6098204,42.06572438,13028.51848,7219.461558
454,18.6177282,46.05795053,13031.51848,7909.800685
455,18.6177282,46.05795053,13037.22841,7913.266468
456,18.6177282,45.05795053,13032.66534,7738.745849
457,18.6329921,30.92932862,13032.15196,5316.287379
458,18.6329921,40.92932862,13021.00693,7029.120877
459,18.6329921,40.92932862,13029.297,7033.5961
460,18.6478269,42.92932862,13036.97634,7387.515824
461,18.6478269,42.92932862,13032.09085,7384.747419
462,18.6478269,42.92932862,13039.52596,7388.960588
463,18.6478269,42.92932862,13028.23589,7382.562972
464,18.6478269,42.92932862,13024.94581,7380.69862
465,18.6478269,42.92932862,13029.09085,7383.047443
466,18.6478269,43.92932862,13027.36566,7554.028509
467,18.6478269,43.92932862,13028.09085,7554.449017
468,18.6478269,45.92932862,13027.65573,7898.121688
469,18.7090051,54.06572438,13035.73218,9333.560993
470,18.7090051,56.06572438,13024.73218,9670.660878
471,18.7090051,57.06572438,13032.31233,9848.877338
472,18.7090051,58.06572438,13032.31233,10021.46566
473,18.7090051,58.06572438,13037.87721,10025.74488
474,18.724269,59.06233216,13034.45737,10203.46409
475,18.747502,45.05795053,13031.01465,7791.701325
476,18.747502,45.0614841,13037.15969,7795.986995
477,18.747502,45.0614841,13037.30473,7796.073727
478,18.747502,50.0614841,13035.30473,8659.793546
479,18.747502,50.0614841,13038.01465,8661.593837
480,18.747502,50.0614841,13039.18255,8662.369713
481,18.747502,53.0614841,13036.18255,9179.361128
482,18.747502,34.0614841,13029.15196,5889.281938
483,18.747502,34.0614841,13024.00693,5886.956343
484,18.747502,34.0614841,13027.00693,5888.312367
485,18.747502,44.0614841,13028.297,7617.797105
486,18.747502,44.0614841,13026.71685,7616.873172
487,18.747502,37.06996466,13038.28168,6413.94396
488,18.747502,55.06996466,13035.28168,9526.159478
489,18.7548581,42.06572438,13035.9536,7279.879348
490,18.7627659,40.92932862,13040.57181,7088.712076
491,18.7627659,42.92932862,13038.71685,7434.042367
492,18.7928646,44.92932862,13038.26641,7792.592847
493,18.7928646,43.92932862,13028.09085,7613.205456
494,18.7928646,43.92932862,13027.94581,7613.120699
495,18.8308711,50.92932862,13027.3263,8843.677034
496,18.8540428,57.06572438,13036.02225,9928.054151
497,18.8540428,58.06572438,13032.45737,10099.2674
498,18.8693067,59.06233216,13032.45737,10280.92212
499,18.8772758,37.92932862,13035.05284,6606.424764
500,18.8772758,37.92932862,130333.6177,66055.67696
501,18.8772758,37.92932862,13032.61773,6605.190602
502,18.8772758,37.92932862,13035.76277,6606.784571
503,18.8772758,37.92932862,13034.89254,6606.343521
504,18.8772758,37.92932862,13038.89254,6608.370801
505,18.8772758,37.06996466,13032.28168,6455.370487
506,18.8772758,37.06996466,13027.13664,6452.821958
507,18.8772758,55.06996466,13039.9916,9595.567206
508,18.8772758,54.06996466,13029.55649,9413.784689
509,18.8772758,46.06996466,13029.55649,8020.954529
510,18.8772758,46.06996466,13028.12138,8020.07108
511,18.8772758,44.06501767,13020.91528,7666.7977
512,18.8772758,47.70650177,13037.33513,8310.840418
513,18.8772758,47.06501767,13020.62521,8188.58019
514,18.8772758,45.06501767,13049.04506,7857.724874
515,18.8772758,44.06501767,13042.48017,7679.495244
516,18.8772758,32.06501767,13029.06032,5582.427871
517,18.8772758,45.06501767,13025.20536,7843.369356
518,18.8772758,45.06501767,13029.19009,7845.768835
519,18.8772758,48.06501767,13025.3504,8365.599396
520,18.8772758,48.06501767,13029.20536,8368.075264
521,18.8925397,46.05795053,13028.51848,8024.707418
522,18.8925397,46.05795053,13039.37344,8031.393357
523,18.8925397,46.05795053,130037.2284,80094.3494
524,18.8925397,46.05795053,13031.88488,8026.780898
525,18.8925397,45.05795053,13029.73984,7851.212695
526,18.8925397,45.05795053,13035.15969,7854.478485
527,18.8925397,45.0614841,13038.5948,7857.164481
528,18.8925397,45.0614841,13036.5948,7855.959264
529,18.8925397,50.0614841,13036.30473,8727.458427
530,18.8925397,44.0614841,13026.297,7675.552767
531,18.8925397,37.0614841,13027.42678,6456.706003
532,18.8998958,43.06572438,13037.03758,7511.199634
533,18.9078036,30.92932862,13032.15196,5394.695446
534,18.9078036,40.92932862,13023.297,7134.045409
535,18.9078036,42.92932862,13028.15196,7485.437968
536,18.9379023,45.92932862,13038.55649,8027.692025
537,18.9379023,45.92932862,13032.12138,8023.730001
538,18.9379023,42.92932862,13026.26641,7496.268702
539,18.9379023,45.92932862,13029.22062,8021.944036
